,dex_num,name,species,generation,types,abilities,varieties,female_rate,has_gender_differences,capture_rate,growth_rate,base_happiness,hatch_counter,egg_groups,hp,attack,defense,sp_attack,sp_defense,speed,evolves_from,evolutionary_stage,is_starter,is_pseudo,is_legendary,is_mythical,is_baby,is_ultra_beast,is_paradox,is_mega,is_gmax,color,shape,height_m,weight_kg
105,64,kadabra,kadabra,1,psychic,"['synchronize', 'inner-focus']",,2,True,100,medium-slow,50,20,humanshape,40,35,30,120,70,105,abra,1,False,False,False,False,False,False,False,False,False,brown,upright,1.3,56.5
106,65,alakazam,alakazam,1,psychic,"['synchronize', 'inner-focus']",alakazam-mega,2,True,50,medium-slow,50,20,humanshape,55,50,45,135,95,120,kadabra,2,False,False,False,False,False,False,False,False,False,brown,humanoid,1.5,48.0
107,65,alakazam-mega,alakazam,1,psychic,['trace'],alakazam,2,True,50,medium-slow,50,20,humanshape,55,50,65,175,105,150,kadabra,2,False,False,False,False,False,False,False,True,False,brown,humanoid,1.2,48.0
108,66,machop,machop,1,fighting,"['guts', 'no-guard']",,2,False,180,medium-slow,50,20,humanshape,70,80,50,35,35,35,None,2,False,False,False,False,False,False,False,False,False,gray,upright,0.8,19.5
109,67,machoke,machoke,1,fighting,"['guts', 'no-guard']",,2,False,90,medium-slow,50,20,humanshape,80,100,70,50,60,45,machop,1,False,False,False,False,False,False,False,False,False,gray,humanoid,1.5,70.5
110,68,machamp,machamp,1,fighting,"['guts', 'no-guard']",machamp-gmax,2,False,45,medium-slow,50,20,humanshape,90,130,80,65,85,55,machoke,2,False,False,False,False,False,False,False,False,False,gray,humanoid,1.6,130.0
111,68,machamp-gmax,machamp,1,fighting,"['guts', 'no-guard']",machamp,2,False,45,medium-slow,50,20,humanshape,90,130,80,65,85,55,machoke,2,False,False,False,False,False,False,False,False,True,gray,humanoid,25.0,1000.0
112,69,bellsprout,bellsprout,1,grass poison,['chlorophyll'],,4,False,255,medium-slow,70,20,plant,50,75,35,70,30,40,None,2,False,False,False,False,False,False,False,False,False,green,humanoid,0.7,4.0
113,70,weepinbell,weepinbell,1,grass poison,['chlorophyll'],,4,False,120,medium-slow,70,20,plant,65,90,50,85,45,55,bellsprout,1,False,False,False,False,False,False,False,False,False,green,blob,1.0,6.4
114,71,victreebel,victreebel,1,grass poison,['chlorophyll'],,4,False,45,medium-slow,70,20,plant,80,105,65,100,70,70,weepinbell,2,False,False,False,False,False,False,False,False,False,green,blob,1.7,15.5
115,72,tentacool,tentacool,1,water poison,"['clear-body', 'liquid-ooze']",,4,False,190,slow,50,20,water3,40,40,35,50,100,70,None,2,False,False,False,False,False,False,False,False,False,blue,tentacles,0.9,45.5
116,73,tentacruel,tentacruel,1,water poison,"['clear-body', 'liquid-ooze']",,4,False,60,slow,50,20,water3,80,70,65,80,120,100,tentacool,1,False,False,False,False,False,False,False,False,False,blue,tentacles,1.6,55.0
117,74,geodude,geodude,1,rock ground,"['rock-head', 'sturdy']",geodude-alola,4,False,255,medium-slow,70,15,mineral,40,80,100,30,30,20,None,2,False,False,False,False,False,False,False,False,False,brown,arms,0.4,20.0
118,74,geodude-alola,geodude,1,rock electric,"['magnet-pull', 'sturdy']",geodude,4,False,255,medium-slow,70,15,mineral,40,80,100,30,30,20,None,2,False,False,False,False,False,False,False,False,False,brown,arms,0.4,20.3
119,75,graveler,graveler,1,rock ground,"['rock-head', 'sturdy']",graveler-alola,4,False,120,medium-slow,70,15,mineral,55,95,115,45,45,35,geodude,1,False,False,False,False,False,False,False,False,False,brown,humanoid,1.0,105.0
120,75,graveler-alola,graveler,1,rock electric,"['magnet-pull', 'sturdy']",graveler,4,False,120,medium-slow,70,15,mineral,55,95,115,45,45,35,geodude,1,False,False,False,False,False,False,False,False,False,brown,humanoid,1.0,110.0
121,76,golem,golem,1,rock ground,"['rock-head', 'sturdy']",golem-alola,4,False,45,medium-slow,70,15,mineral,80,120,130,55,65,45,graveler,2,False,False,False,False,False,False,False,False,False,brown,humanoid,1.4,300.0
122,76,golem-alola,golem,1,rock electric,"['magnet-pull', 'sturdy']",golem,4,False,45,medium-slow,70,15,mineral,80,120,130,55,65,45,graveler,2,False,False,False,False,False,False,False,False,False,brown,humanoid,1.7,316.0
123,77,ponyta,ponyta,1,fire,"['run-away', 'flash-fire']",ponyta-galar,4,False,190,medium,50,20,ground,50,85,55,65,65,90,None,2,False,False,False,False,False,False,False,False,False,yellow,quadruped,1.0,30.0
124,77,ponyta-galar,ponyta,1,psychic,"['run-away', 'pastel-veil']",ponyta,4,False,190,medium,50,20,ground,50,85,55,65,65,90,None,2,False,False,False,False,False,False,False,False,False,yellow,quadruped,0.8,24.0
125,78,rapidash,rapidash,1,fire,"['run-away', 'flash-fire']",rapidash-galar,4,False,60,medium,50,20,ground,65,100,70,80,80,105,ponyta,1,False,False,False,False,False,False,False,False,False,yellow,quadruped,1.7,95.0
126,78,rapidash-galar,rapidash,1,psychic fairy,"['run-away', 'pastel-veil']",rapidash,4,False,60,medium,50,20,ground,65,100,70,80,80,105,ponyta,1,False,False,False,False,False,False,False,False,False,yellow,quadruped,1.7,80.0
127,79,slowpoke,slowpoke,1,water psychic,"['oblivious', 'own-tempo']",slowpoke-galar,4,False,190,medium,50,20,monster water1,90,65,65,40,40,15,None,2,False,False,False,False,False,False,False,False,False,pink,quadruped,1.2,36.0
128,79,slowpoke-galar,slowpoke,1,psychic,"['gluttony', 'own-tempo']",slowpoke,4,False,190,medium,50,20,monster water1,90,65,65,40,40,15,None,2,False,False,False,False,False,False,False,False,False,pink,quadruped,1.2,36.0
129,80,slowbro,slowbro,1,water psychic,"['oblivious', 'own-tempo']",slowbro-mega slowbro-galar,4,False,75,medium,50,20,monster water1,95,75,110,100,80,30,slowpoke,1,False,False,False,False,False,False,False,False,False,pink,upright,1.6,78.5
130,80,slowbro-mega,slowbro,1,water psychic,['shell-armor'],slowbro slowbro-galar,4,False,75,medium,50,20,monster water1,95,75,180,130,80,30,slowpoke,1,False,False,False,False,False,False,False,True,False,pink,upright,2.0,120.0
131,80,slowbro-galar,slowbro,1,poison psychic,"['quick-draw', 'own-tempo']",slowbro slowbro-mega,4,False,75,medium,50,20,monster water1,95,100,95,100,70,30,slowpoke,1,False,False,False,False,False,False,False,False,False,pink,upright,1.6,70.5
132,81,magnemite,magnemite,1,electric steel,"['magnet-pull', 'sturdy']",,-1,False,190,medium,50,20,mineral,25,35,70,95,55,45,None,2,False,False,False,False,False,False,False,False,False,gray,arms,0.3,6.0
133,82,magneton,magneton,1,electric steel,"['magnet-pull', 'sturdy']",,-1,False,60,medium,50,20,mineral,50,60,95,120,70,70,magnemite,1,False,False,False,False,False,False,False,False,False,gray,heads,1.0,60.0
134,83,farfetchd,farfetchd,1,normal flying,"['keen-eye', 'inner-focus']",farfetchd-galar,4,False,45,medium,50,20,flying ground,52,90,55,58,62,60,None,2,False,False,False,False,False,False,False,False,False,brown,wings,0.8,15.0
135,83,farfetchd-galar,farfetchd,1,fighting,['steadfast'],farfetchd,4,False,45,medium,50,20,flying ground,52,95,55,58,62,55,None,2,False,False,False,False,False,False,False,False,False,brown,wings,0.8,42.0
136,84,doduo,doduo,1,normal flying,"['run-away', 'early-bird']",,4,True,190,medium,70,20,flying,35,85,45,35,35,75,None,2,False,False,False,False,False,False,False,False,False,brown,legs,1.4,39.2
137,85,dodrio,dodrio,1,normal flying,"['run-away', 'early-bird']",,4,True,45,medium,70,20,flying,60,110,70,60,60,110,doduo,1,False,False,False,False,False,False,False,False,False,brown,legs,1.8,85.2
138,86,seel,seel,1,water,"['thick-fat', 'hydration']",,4,False,190,medium,70,20,water1 ground,65,45,55,45,70,45,None,2,False,False,False,False,False,False,False,False,False,white,fish,1.1,90.0
139,87,dewgong,dewgong,1,water ice,"['thick-fat', 'hydration']",,4,False,75,medium,70,20,water1 ground,90,70,80,70,95,70,seel,1,False,False,False,False,False,False,False,False,False,white,fish,1.7,120.0
140,88,grimer,grimer,1,poison,"['stench', 'sticky-hold']",grimer-alola,4,False,190,medium,70,20,indeterminate,80,80,50,40,50,25,None,2,False,False,False,False,False,False,False,False,False,purple,arms,0.9,30.0
141,88,grimer-alola,grimer,1,poison dark,"['poison-touch', 'gluttony']",grimer,4,False,190,medium,70,20,indeterminate,80,80,50,40,50,25,None,2,False,False,False,False,False,False,False,False,False,purple,arms,0.7,42.0
142,89,muk,muk,1,poison,"['stench', 'sticky-hold']",muk-alola,4,False,75,medium,70,20,indeterminate,105,105,75,65,100,50,grimer,1,False,False,False,False,False,False,False,False,False,purple,arms,1.2,30.0
143,89,muk-alola,muk,1,poison dark,"['poison-touch', 'gluttony']",muk,4,False,75,medium,70,20,indeterminate,105,105,75,65,100,50,grimer,1,False,False,False,False,False,False,False,False,False,purple,arms,1.0,52.0
144,90,shellder,shellder,1,water,"['shell-armor', 'skill-link']",,4,False,190,slow,50,20,water3,30,65,100,45,25,40,None,2,False,False,False,False,False,False,False,False,False,purple,ball,0.3,4.0
145,91,cloyster,cloyster,1,water ice,"['shell-armor', 'skill-link']",,4,False,60,slow,50,20,water3,50,95,180,85,45,70,shellder,1,False,False,False,False,False,False,False,False,False,purple,ball,1.5,132.5
146,92,gastly,gastly,1,ghost poison,['levitate'],,4,False,190,medium-slow,50,20,indeterminate,30,35,30,100,35,80,None,2,False,False,False,False,False,False,False,False,False,purple,ball,1.3,0.1
147,93,haunter,haunter,1,ghost poison,['levitate'],,4,False,90,medium-slow,50,20,indeterminate,45,50,45,115,55,95,gastly,1,False,False,False,False,False,False,False,False,False,purple,arms,1.6,0.1
148,94,gengar,gengar,1,ghost poison,['cursed-body'],gengar-mega gengar-gmax,4,False,45,medium-slow,50,20,indeterminate,60,65,60,130,75,110,haunter,2,False,False,False,False,False,False,False,False,False,purple,upright,1.5,40.5
149,94,gengar-mega,gengar,1,ghost poison,['shadow-tag'],gengar gengar-gmax,4,False,45,medium-slow,50,20,indeterminate,60,65,80,170,95,130,haunter,2,False,False,False,False,False,False,False,True,False,purple,upright,1.4,40.5
150,94,gengar-gmax,gengar,1,ghost poison,['cursed-body'],gengar gengar-mega,4,False,45,medium-slow,50,20,indeterminate,60,65,60,130,75,110,haunter,2,False,False,False,False,False,False,False,False,True,purple,upright,20.0,1000.0
151,95,onix,onix,1,rock ground,"['rock-head', 'sturdy']",,4,False,45,medium,50,25,mineral,35,45,160,30,45,70,None,2,False,False,False,False,False,False,False,False,False,gray,squiggle,8.8,210.0
152,96,drowzee,drowzee,1,psychic,"['insomnia', 'forewarn']",,4,False,190,medium,70,20,humanshape,60,48,45,43,90,42,None,2,False,False,False,False,False,False,False,False,False,yellow,humanoid,1.0,32.4
153,97,hypno,hypno,1,psychic,"['insomnia', 'forewarn']",,4,True,75,medium,70,20,humanshape,85,73,70,73,115,67,drowzee,1,False,False,False,False,False,False,False,False,False,yellow,humanoid,1.6,75.6
154,98,krabby,krabby,1,water,"['hyper-cutter', 'shell-armor']",,4,False,225,medium,50,20,water3,30,105,90,25,25,50,None,2,False,False,False,False,False,False,False,False,False,red,armor,0.4,6.5
155,99,kingler,kingler,1,water,"['hyper-cutter', 'shell-armor']",kingler-gmax,4,False,60,medium,50,20,water3,55,130,115,50,50,75,krabby,1,False,False,False,False,False,False,False,False,False,red,armor,1.3,60.0
156,99,kingler-gmax,kingler,1,water,"['hyper-cutter', 'shell-armor']",kingler,4,False,60,medium,50,20,water3,55,130,115,50,50,75,krabby,1,False,False,False,False,False,False,False,False,True,red,armor,19.0,1000.0
157,100,voltorb,voltorb,1,electric,"['soundproof', 'static']",voltorb-hisui,-1,False,190,medium,70,20,mineral,40,30,50,55,55,100,None,2,False,False,False,False,False,False,False,False,False,red,ball,0.5,10.4
158,100,voltorb-hisui,voltorb,1,electric grass,"['soundproof', 'static']",voltorb,-1,False,190,medium,70,20,mineral,40,30,50,55,55,100,None,2,False,False,False,False,False,False,False,False,False,red,ball,0.5,13.0
159,101,electrode,electrode,1,electric,"['soundproof', 'static']",electrode-hisui,-1,False,60,medium,70,20,mineral,60,50,70,80,80,150,voltorb,1,False,False,False,False,False,False,False,False,False,red,ball,1.2,66.6
160,101,electrode-hisui,electrode,1,electric grass,"['soundproof', 'static']",electrode,-1,False,60,medium,70,20,mineral,60,50,70,80,80,150,voltorb,1,False,False,False,False,False,False,False,False,False,red,ball,1.2,71.0
161,102,exeggcute,exeggcute,1,grass psychic,['chlorophyll'],,4,False,90,slow,50,20,plant,60,40,80,60,45,40,None,2,False,False,False,False,False,False,False,False,False,pink,heads,0.4,2.5
162,103,exeggutor,exeggutor,1,grass psychic,['chlorophyll'],exeggutor-alola,4,False,45,slow,50,20,plant,95,95,85,125,75,55,exeggcute,1,False,False,False,False,False,False,False,False,False,yellow,legs,2.0,120.0
163,103,exeggutor-alola,exeggutor,1,grass dragon,['frisk'],exeggutor,4,False,45,slow,50,20,plant,95,105,85,125,75,45,exeggcute,1,False,False,False,False,False,False,False,False,False,yellow,legs,10.9,415.6
164,104,cubone,cubone,1,ground,"['rock-head', 'lightning-rod']",,4,False,190,medium,50,20,monster,50,50,95,40,50,35,None,2,False,False,False,False,False,False,False,False,False,brown,upright,0.4,6.5
165,105,marowak,marowak,1,ground,"['rock-head', 'lightning-rod']",marowak-alola marowak-totem,4,False,75,medium,50,20,monster,60,80,110,50,80,45,cubone,1,False,False,False,False,False,False,False,False,False,brown,upright,1.0,45.0
166,105,marowak-alola,marowak,1,fire ghost,"['cursed-body', 'lightning-rod']",marowak marowak-totem,4,False,75,medium,50,20,monster,60,80,110,50,80,45,cubone,1,False,False,False,False,False,False,False,False,False,brown,upright,1.0,34.0
167,105,marowak-totem,marowak,1,fire ghost,"['cursed-body', 'lightning-rod']",marowak marowak-alola,4,False,75,medium,50,20,monster,60,80,110,50,80,45,cubone,1,False,False,False,False,False,False,False,False,False,brown,upright,1.7,98.0
168,106,hitmonlee,hitmonlee,1,fighting,"['limber', 'reckless']",,0,False,45,medium,50,25,humanshape,50,120,53,35,110,87,tyrogue,1,False,False,False,False,False,False,False,False,False,brown,humanoid,1.5,49.8
169,107,hitmonchan,hitmonchan,1,fighting,"['keen-eye', 'iron-fist']",,0,False,45,medium,50,25,humanshape,50,105,79,35,110,76,tyrogue,1,False,False,False,False,False,False,False,False,False,brown,humanoid,1.4,50.2
170,108,lickitung,lickitung,1,normal,"['own-tempo', 'oblivious']",,4,False,45,medium,50,20,monster,90,55,75,60,75,30,None,2,False,False,False,False,False,False,False,False,False,pink,upright,1.2,65.5
171,109,koffing,koffing,1,poison,"['levitate', 'neutralizing-gas']",,4,False,190,medium,50,20,indeterminate,40,65,95,60,45,35,None,2,False,False,False,False,False,False,False,False,False,purple,ball,0.6,1.0
172,110,weezing,weezing,1,poison,"['levitate', 'neutralizing-gas']",weezing-galar,4,False,60,medium,50,20,indeterminate,65,90,120,85,70,60,koffing,1,False,False,False,False,False,False,False,False,False,purple,heads,1.2,9.5
173,110,weezing-galar,weezing,1,poison fairy,"['levitate', 'neutralizing-gas']",weezing,4,False,60,medium,50,20,indeterminate,65,90,120,85,70,60,koffing,1,False,False,False,False,False,False,False,False,False,purple,heads,3.0,16.0
174,111,rhyhorn,rhyhorn,1,ground rock,"['lightning-rod', 'rock-head']",,4,True,120,slow,50,20,monster ground,80,85,95,30,30,25,None,2,False,False,False,False,False,False,False,False,False,gray,quadruped,1.0,115.0
175,112,rhydon,rhydon,1,ground rock,"['lightning-rod', 'rock-head']",,4,True,60,slow,50,20,monster ground,105,130,120,45,45,40,rhyhorn,1,False,False,False,False,False,False,False,False,False,gray,upright,1.9,120.0
176,113,chansey,chansey,1,normal,"['natural-cure', 'serene-grace']",,8,False,30,fast,140,40,fairy,250,5,5,35,105,50,happiny,1,False,False,False,False,False,False,False,False,False,pink,upright,1.1,34.6
177,114,tangela,tangela,1,grass,"['chlorophyll', 'leaf-guard']",,4,False,45,medium,50,20,plant,65,55,115,100,40,60,None,2,False,False,False,False,False,False,False,False,False,blue,legs,1.0,35.0
178,115,kangaskhan,kangaskhan,1,normal,"['early-bird', 'scrappy']",kangaskhan-mega,8,False,45,medium,50,20,monster,105,95,80,40,80,90,None,2,False,False,False,False,False,False,False,False,False,brown,upright,2.2,80.0
179,115,kangaskhan-mega,kangaskhan,1,normal,['parental-bond'],kangaskhan,8,False,45,medium,50,20,monster,105,125,100,60,100,100,None,2,False,False,False,False,False,False,False,True,False,brown,upright,2.2,100.0
180,116,horsea,horsea,1,water,"['swift-swim', 'sniper']",,4,False,225,medium,50,20,water1 dragon,30,40,70,70,25,60,None,2,False,False,False,False,False,False,False,False,False,blue,blob,0.4,8.0
181,117,seadra,seadra,1,water,"['poison-point', 'sniper']",,4,False,75,medium,50,20,water1 dragon,55,65,95,95,45,85,horsea,1,False,False,False,False,False,False,False,False,False,blue,blob,1.2,25.0
182,118,goldeen,goldeen,1,water,"['swift-swim', 'water-veil']",,4,True,225,medium,50,20,water2,45,67,60,35,50,63,None,2,False,False,False,False,False,False,False,False,False,red,fish,0.6,15.0
183,119,seaking,seaking,1,water,"['swift-swim', 'water-veil']",,4,True,60,medium,50,20,water2,80,92,65,65,80,68,goldeen,1,False,False,False,False,False,False,False,False,False,red,fish,1.3,39.0
184,120,staryu,staryu,1,water,"['illuminate', 'natural-cure']",,-1,False,225,slow,50,20,water3,30,45,55,70,55,85,None,2,False,False,False,False,False,False,False,False,False,brown,blob,0.8,34.5
185,121,starmie,starmie,1,water psychic,"['illuminate', 'natural-cure']",,-1,False,60,slow,50,20,water3,60,75,85,100,85,115,staryu,1,False,False,False,False,False,False,False,False,False,purple,blob,1.1,80.0
186,122,mr-mime,mr-mime,1,psychic fairy,"['soundproof', 'filter']",mr-mime-galar,4,False,45,medium,50,25,humanshape,40,45,65,100,120,90,mime-jr,1,False,False,False,False,False,False,False,False,False,pink,humanoid,1.3,54.5
187,122,mr-mime-galar,mr-mime,1,ice psychic,"['vital-spirit', 'screen-cleaner']",mr-mime,4,False,45,medium,50,25,humanshape,50,65,65,90,90,100,mime-jr,1,False,False,False,False,False,False,False,False,False,pink,humanoid,1.4,56.8
188,123,scyther,scyther,1,bug flying,"['swarm', 'technician']",,4,True,45,medium,50,25,bug,70,110,80,55,80,105,None,2,False,False,False,False,False,False,False,False,False,green,bug-wings,1.5,56.0
189,124,jynx,jynx,1,ice psychic,"['oblivious', 'forewarn']",,8,False,45,medium,50,25,humanshape,65,50,35,115,95,95,smoochum,1,False,False,False,False,False,False,False,False,False,red,humanoid,1.4,40.6
190,125,electabuzz,electabuzz,1,electric,['static'],,2,False,45,medium,50,25,humanshape,65,83,57,95,85,105,elekid,1,False,False,False,False,False,False,False,False,False,yellow,upright,1.1,30.0
191,126,magmar,magmar,1,fire,['flame-body'],,2,False,45,medium,50,25,humanshape,65,95,57,100,85,93,magby,1,False,False,False,False,False,False,False,False,False,red,upright,1.3,44.5
192,127,pinsir,pinsir,1,bug,"['hyper-cutter', 'mold-breaker']",pinsir-mega,4,False,45,slow,50,25,bug,65,125,100,55,70,85,None,2,False,False,False,False,False,False,False,False,False,brown,humanoid,1.5,55.0
193,127,pinsir-mega,pinsir,1,bug flying,['aerilate'],pinsir,4,False,45,slow,50,25,bug,65,155,120,65,90,105,None,2,False,False,False,False,False,False,False,True,False,brown,humanoid,1.7,59.0
194,128,tauros,tauros,1,normal,"['intimidate', 'anger-point']",tauros-paldea-combat-breed tauros-paldea-blaze-breed tauros-paldea-aqua-breed,0,False,45,slow,50,20,ground,75,100,95,40,70,110,None,2,False,False,False,False,False,False,False,False,False,brown,quadruped,1.4,88.4
195,128,tauros-paldea-combat-breed,tauros,1,fighting,"['intimidate', 'anger-point']",tauros tauros-paldea-blaze-breed tauros-paldea-aqua-breed,0,False,45,slow,50,20,ground,75,110,105,30,70,100,None,2,False,False,False,False,False,False,False,False,False,brown,quadruped,1.4,115.0
196,128,tauros-paldea-blaze-breed,tauros,1,fighting fire,"['intimidate', 'anger-point']",tauros tauros-paldea-combat-breed tauros-paldea-aqua-breed,0,False,45,slow,50,20,ground,75,110,105,30,70,100,None,2,False,False,False,False,False,False,False,False,False,brown,quadruped,1.4,85.0
197,128,tauros-paldea-aqua-breed,tauros,1,fighting water,"['intimidate', 'anger-point']",tauros tauros-paldea-combat-breed tauros-paldea-blaze-breed,0,False,45,slow,50,20,ground,75,110,105,30,70,100,None,2,False,False,False,False,False,False,False,False,False,brown,quadruped,1.4,110.0
198,129,magikarp,magikarp,1,water,['swift-swim'],,4,True,255,slow,50,5,water2 dragon,20,10,55,15,20,80,None,2,False,False,False,False,False,False,False,False,False,red,fish,0.9,10.0
199,130,gyarados,gyarados,1,water flying,['intimidate'],gyarados-mega,4,True,45,slow,50,5,water2 dragon,95,125,79,60,100,81,magikarp,1,False,False,False,False,False,False,False,False,False,blue,squiggle,6.5,235.0
200,130,gyarados-mega,gyarados,1,water dark,['mold-breaker'],gyarados,4,True,45,slow,50,5,water2 dragon,95,155,109,70,130,81,magikarp,1,False,False,False,False,False,False,False,True,False,blue,squiggle,6.5,305.0
201,131,lapras,lapras,1,water ice,"['water-absorb', 'shell-armor']",lapras-gmax,4,False,45,slow,50,40,monster water1,130,85,80,85,95,60,None,2,False,False,False,False,False,False,False,False,False,blue,fish,2.5,220.0
202,131,lapras-gmax,lapras,1,water ice,"['water-absorb', 'shell-armor']",lapras,4,False,45,slow,50,40,monster water1,130,85,80,85,95,60,None,2,False,False,False,False,False,False,False,False,True,blue,fish,24.0,1000.0
203,132,ditto,ditto,1,normal,['limber'],,-1,False,35,medium,50,20,ditto,48,48,48,48,48,48,None,2,False,False,False,False,False,False,False,False,False,purple,ball,0.3,4.0
204,133,eevee,eevee,1,normal,"['run-away', 'adaptability']",eevee-starter eevee-gmax,1,True,45,medium,50,35,ground,55,55,50,45,65,55,None,2,True,False,False,False,False,False,False,False,False,brown,quadruped,0.3,6.5
205,133,eevee-starter,eevee,1,normal,"['run-away', 'adaptability']",eevee eevee-gmax,1,True,45,medium,50,35,ground,65,75,70,65,85,75,None,2,False,False,False,False,False,False,False,False,False,brown,quadruped,0.3,6.5
206,133,eevee-gmax,eevee,1,normal,"['run-away', 'adaptability']",eevee eevee-starter,1,True,45,medium,50,35,ground,55,55,50,45,65,55,None,2,False,False,False,False,False,False,False,False,True,brown,quadruped,18.0,1000.0
207,134,vaporeon,vaporeon,1,water,['water-absorb'],,1,False,45,medium,50,35,ground,130,65,60,110,95,65,eevee,1,False,False,False,False,False,False,False,False,False,blue,quadruped,1.0,29.0
208,135,jolteon,jolteon,1,electric,['volt-absorb'],,1,False,45,medium,50,35,ground,65,65,60,110,95,130,eevee,1,False,False,False,False,False,False,False,False,False,yellow,quadruped,0.8,24.5
209,136,flareon,flareon,1,fire,['flash-fire'],,1,False,45,medium,50,35,ground,65,130,60,95,110,65,eevee,1,False,False,False,False,False,False,False,False,False,red,quadruped,0.9,25.0
210,137,porygon,porygon,1,normal,"['trace', 'download']",,-1,False,45,medium,50,20,mineral,65,60,70,85,75,40,None,2,False,False,False,False,False,False,False,False,False,pink,legs,0.8,36.5
211,138,omanyte,omanyte,1,rock water,"['swift-swim', 'shell-armor']",,1,False,45,medium,50,30,water1 water3,35,40,100,90,55,35,None,2,False,False,False,False,False,False,False,False,False,blue,tentacles,0.4,7.5
212,139,omastar,omastar,1,rock water,"['swift-swim', 'shell-armor']",,1,False,45,medium,50,30,water1 water3,70,60,125,115,70,55,omanyte,1,False,False,False,False,False,False,False,False,False,blue,tentacles,1.0,35.0
213,140,kabuto,kabuto,1,rock water,"['swift-swim', 'battle-armor']",,1,False,45,medium,50,30,water1 water3,30,80,90,55,45,55,None,2,False,False,False,False,False,False,False,False,False,brown,armor,0.5,11.5
214,141,kabutops,kabutops,1,rock water,"['swift-swim', 'battle-armor']",,1,False,45,medium,50,30,water1 water3,60,115,105,65,70,80,kabuto,1,False,False,False,False,False,False,False,False,False,brown,upright,1.3,40.5
215,142,aerodactyl,aerodactyl,1,rock flying,"['rock-head', 'pressure']",aerodactyl-mega,1,False,45,slow,50,35,flying,80,105,65,60,75,130,None,2,False,False,False,False,False,False,False,False,False,purple,wings,1.8,59.0
216,142,aerodactyl-mega,aerodactyl,1,rock flying,['tough-claws'],aerodactyl,1,False,45,slow,50,35,flying,80,135,85,70,95,150,None,2,False,False,False,False,False,False,False,True,False,purple,wings,2.1,79.0
217,143,snorlax,snorlax,1,normal,"['immunity', 'thick-fat']",snorlax-gmax,1,False,25,slow,50,40,monster,160,110,65,65,110,30,munchlax,1,False,False,False,False,False,False,False,False,False,black,humanoid,2.1,460.0
218,143,snorlax-gmax,snorlax,1,normal,"['immunity', 'thick-fat']",snorlax,1,False,25,slow,50,40,monster,160,110,65,65,110,30,munchlax,1,False,False,False,False,False,False,False,False,True,black,humanoid,35.0,1000.0
219,144,articuno,articuno,1,ice flying,['pressure'],articuno-galar,-1,False,3,slow,35,80,no-eggs,90,85,100,95,125,85,None,2,False,False,True,False,False,False,False,False,False,blue,wings,1.7,55.4
220,144,articuno-galar,articuno,1,psychic flying,['competitive'],articuno,-1,False,3,slow,35,80,no-eggs,90,85,85,125,100,95,None,2,False,False,True,False,False,False,False,False,False,blue,wings,1.7,50.9
221,145,zapdos,zapdos,1,electric flying,['pressure'],zapdos-galar,-1,False,3,slow,35,80,no-eggs,90,90,85,125,90,100,None,2,False,False,True,False,False,False,False,False,False,yellow,wings,1.6,52.6
222,145,zapdos-galar,zapdos,1,fighting flying,['defiant'],zapdos,-1,False,3,slow,35,80,no-eggs,90,125,90,85,90,100,None,2,False,False,True,False,False,False,False,False,False,yellow,wings,1.6,58.2
223,146,moltres,moltres,1,fire flying,['pressure'],moltres-galar,-1,False,3,slow,35,80,no-eggs,90,100,90,125,85,90,None,2,False,False,True,False,False,False,False,False,False,yellow,wings,2.0,60.0
224,146,moltres-galar,moltres,1,dark flying,['berserk'],moltres,-1,False,3,slow,35,80,no-eggs,90,85,90,100,125,90,None,2,False,False,True,False,False,False,False,False,False,yellow,wings,2.0,66.0
225,147,dratini,dratini,1,dragon,['shed-skin'],,4,False,45,slow,35,40,water1 dragon,41,64,45,50,50,50,None,2,False,True,False,False,False,False,False,False,False,blue,squiggle,1.8,3.3
226,148,dragonair,dragonair,1,dragon,['shed-skin'],,4,False,45,slow,35,40,water1 dragon,61,84,65,70,70,70,dratini,1,False,True,False,False,False,False,False,False,False,blue,squiggle,4.0,16.5
227,149,dragonite,dragonite,1,dragon flying,['inner-focus'],,4,False,45,slow,35,40,water1 dragon,91,134,95,100,100,80,dragonair,2,False,True,False,False,False,False,False,False,False,brown,upright,2.2,210.0
228,150,mewtwo,mewtwo,1,psychic,['pressure'],mewtwo-mega-x mewtwo-mega-y,-1,False,3,slow,0,120,no-eggs,106,110,90,154,90,130,None,2,False,False,True,False,False,False,False,False,False,purple,upright,2.0,122.0
229,150,mewtwo-mega-x,mewtwo,1,psychic fighting,['steadfast'],mewtwo mewtwo-mega-y,-1,False,3,slow,0,120,no-eggs,106,190,100,154,100,130,None,2,False,False,True,False,False,False,False,True,False,purple,upright,2.3,127.0
230,150,mewtwo-mega-y,mewtwo,1,psychic,['insomnia'],mewtwo mewtwo-mega-x,-1,False,3,slow,0,120,no-eggs,106,150,70,194,120,140,None,2,False,False,True,False,False,False,False,True,False,purple,upright,1.5,33.0
231,151,mew,mew,1,psychic,['synchronize'],,-1,False,45,medium-slow,100,120,no-eggs,100,100,100,100,100,100,None,2,False,False,False,True,False,False,False,False,False,pink,upright,0.4,4.0
